"#","number","plot","site","region","Xcoord","Ycoord","Zcoord","canton","date","visit","surveyID","observer","municipality","Nummer","municipality2","Lokalität","Subquadrat","Coordx","Coordy","Höhe","Präzision","Tag","Monat","M (Römisch)","Jahr","Gattung","Art","Weibchen","Arbeiterin","Männchen","Legit","geprüft durch","usage notes","Sammlung","ACU-Nummer","Species name","RLstatus","...39","...40","...41","0","left to do"
1695,"GE1695",5,"focal","Thiele",2537610,1180170,433,"VD","12.08.2025","5","F.TH.VD.5.5","G. Egloff","Yverdon-les-Bains","GE1695","Yverdon-les-Bains",NA,NA,"537610","180170",433,6,"12","08","viii","2025","Lasioglossum","morio",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum morio","LC",NA,NA,NA,NA,NA
1696,"GE1696",5,"focal","Thiele",2537610,1180170,433,"VD","12.08.2025","5","F.TH.VD.5.5","G. Egloff","Yverdon-les-Bains","GE1696","Yverdon-les-Bains",NA,NA,"537610","180170",433,6,"12","08","viii","2025","Lasioglossum","malachurum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1697,"GE1697",5,"focal","Thiele",2537610,1180170,433,"VD","12.08.2025","5","F.TH.VD.5.5","G. Egloff","Yverdon-les-Bains","GE1697","Yverdon-les-Bains",NA,NA,"537610","180170",433,6,"12","08","viii","2025","Lasioglossum","malachurum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1698,"GE1698",5,"focal","Thiele",2537610,1180170,433,"VD","12.08.2025","5","F.TH.VD.5.5","G. Egloff","Yverdon-les-Bains","GE1698","Yverdon-les-Bains",NA,NA,"537610","180170",433,6,"12","08","viii","2025","Lasioglossum","malachurum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1699,"GE1699",5,"focal","Thiele",2537610,1180170,433,"VD","12.08.2025","5","F.TH.VD.5.5","G. Egloff","Yverdon-les-Bains","GE1699","Yverdon-les-Bains",NA,NA,"537610","180170",433,6,"12","08","viii","2025","Lasioglossum","politum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum politum","LC",NA,NA,NA,NA,NA
1700,"GE1700",5,"focal","Thiele",2537610,1180170,433,"VD","12.08.2025","5","F.TH.VD.5.5","G. Egloff","Yverdon-les-Bains","GE1700","Yverdon-les-Bains",NA,NA,"537610","180170",433,6,"12","08","viii","2025","Lasioglossum","calceatum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum calceatum","LC",NA,NA,NA,NA,NA
1701,"GE1701",5,"focal","Thiele",2537610,1180170,433,"VD","12.08.2025","5","F.TH.VD.5.5","G. Egloff","Yverdon-les-Bains","GE1701","Yverdon-les-Bains",NA,NA,"537610","180170",433,6,"12","08","viii","2025","Lasioglossum","malachurum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1702,"GE1702",5,"focal","Thiele",2537610,1180170,433,"VD","12.08.2025","5","F.TH.VD.5.5","G. Egloff","Yverdon-les-Bains","GE1702","Yverdon-les-Bains",NA,NA,"537610","180170",433,6,"12","08","viii","2025","Lasioglossum","malachurum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1703,"GE1703",5,"focal","Thiele",2537610,1180170,433,"VD","12.08.2025","5","F.TH.VD.5.5","G. Egloff","Yverdon-les-Bains","GE1703","Yverdon-les-Bains",NA,NA,"537610","180170",433,6,"12","08","viii","2025","Lasioglossum","malachurum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1704,"GE1704",5,"focal","Thiele",2537610,1180170,433,"VD","12.08.2025","5","F.TH.VD.5.5","G. Egloff","Yverdon-les-Bains","GE1704","Yverdon-les-Bains",NA,NA,"537610","180170",433,6,"12","08","viii","2025","Lasioglossum","pauxillum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum pauxillum","LC",NA,NA,NA,NA,NA
1705,"GE1705",5,"focal","Thiele",2537610,1180170,433,"VD","12.08.2025","5","F.TH.VD.5.5","G. Egloff","Yverdon-les-Bains","GE1705","Yverdon-les-Bains",NA,NA,"537610","180170",433,6,"12","08","viii","2025","Lasioglossum","politum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum politum","LC",NA,NA,NA,NA,NA
1706,"GE1706",5,"focal","Thiele",2537610,1180170,433,"VD","12.08.2025","5","F.TH.VD.5.5","G. Egloff","Yverdon-les-Bains","GE1706","Yverdon-les-Bains",NA,NA,"537610","180170",433,6,"12","08","viii","2025","Lasioglossum","malachurum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1707,"GE1707",5,"focal","Thiele",2537610,1180170,433,"VD","12.08.2025","5","F.TH.VD.5.5","G. Egloff","Yverdon-les-Bains","GE1707","Yverdon-les-Bains",NA,NA,"537610","180170",433,6,"12","08","viii","2025","Halictus","scabiosae",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Halictus scabiosae","LC",NA,NA,NA,NA,NA
1708,"GE1708",7,"focal","Thiele",2537657,1180201,431,"VD","12.08.2025","5","F.TH.VD.5.7","G. Egloff","Yverdon-les-Bains","GE1708","Yverdon-les-Bains",NA,NA,"537657","180201",431,6,"12","08","viii","2025","Lasioglossum","politum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum politum","LC",NA,NA,NA,NA,NA
1709,"GE1709",7,"focal","Thiele",2537657,1180201,431,"VD","12.08.2025","5","F.TH.VD.5.7","G. Egloff","Yverdon-les-Bains","GE1709","Yverdon-les-Bains",NA,NA,"537657","180201",431,6,"12","08","viii","2025","Lasioglossum","malachurum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1710,"GE1710",7,"focal","Thiele",2537657,1180201,431,"VD","12.08.2025","5","F.TH.VD.5.7","G. Egloff","Yverdon-les-Bains","GE1710","Yverdon-les-Bains",NA,NA,"537657","180201",431,6,"12","08","viii","2025","Lasioglossum","lucidulum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum lucidulum","LC",NA,NA,NA,NA,NA
1711,"GE1711",7,"focal","Thiele",2537657,1180201,431,"VD","12.08.2025","5","F.TH.VD.5.7","G. Egloff","Yverdon-les-Bains","GE1711","Yverdon-les-Bains",NA,NA,"537657","180201",431,6,"12","08","viii","2025","Lasioglossum","lucidulum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum lucidulum","LC",NA,NA,NA,NA,NA
1712,"GE1712",7,"focal","Thiele",2537657,1180201,431,"VD","12.08.2025","5","F.TH.VD.5.7","G. Egloff","Yverdon-les-Bains","GE1712","Yverdon-les-Bains",NA,NA,"537657","180201",431,6,"12","08","viii","2025","Lasioglossum","malachurum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1713,"GE1713",7,"focal","Thiele",2537657,1180201,431,"VD","12.08.2025","5","F.TH.VD.5.7","G. Egloff","Yverdon-les-Bains","GE1713","Yverdon-les-Bains",NA,NA,"537657","180201",431,6,"12","08","viii","2025","Lasioglossum","morio",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum morio","LC",NA,NA,NA,NA,NA
1714,"GE1714",7,"focal","Thiele",2537657,1180201,431,"VD","12.08.2025","5","F.TH.VD.5.7","G. Egloff","Yverdon-les-Bains","GE1714","Yverdon-les-Bains",NA,NA,"537657","180201",431,6,"12","08","viii","2025","Lasioglossum","villosulum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum villosulum","LC",NA,NA,NA,NA,NA
1715,"GE1715",7,"focal","Thiele",2537657,1180201,431,"VD","12.08.2025","5","F.TH.VD.5.7","G. Egloff","Yverdon-les-Bains","GE1715","Yverdon-les-Bains",NA,NA,"537657","180201",431,6,"12","08","viii","2025","Lasioglossum","villosulum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum villosulum","LC",NA,NA,NA,NA,NA
1716,"GE1716",7,"focal","Thiele",2537657,1180201,431,"VD","12.08.2025","5","F.TH.VD.5.7","G. Egloff","Yverdon-les-Bains","GE1716","Yverdon-les-Bains",NA,NA,"537657","180201",431,6,"12","08","viii","2025","Lasioglossum","pauxillum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum pauxillum","LC",NA,NA,NA,NA,NA
1717,"GE1717",7,"focal","Thiele",2537657,1180201,431,"VD","12.08.2025","5","F.TH.VD.5.7","G. Egloff","Yverdon-les-Bains","GE1717","Yverdon-les-Bains",NA,NA,"537657","180201",431,6,"12","08","viii","2025","Lasioglossum","malachurum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1718,"GE1718",7,"focal","Thiele",2537657,1180201,431,"VD","12.08.2025","5","F.TH.VD.5.7","G. Egloff","Yverdon-les-Bains","GE1718","Yverdon-les-Bains",NA,NA,"537657","180201",431,6,"12","08","viii","2025","Lasioglossum","malachurum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1719,"GE1719",7,"focal","Thiele",2537657,1180201,431,"VD","12.08.2025","5","F.TH.VD.5.7","G. Egloff","Yverdon-les-Bains","GE1719","Yverdon-les-Bains",NA,NA,"537657","180201",431,6,"12","08","viii","2025","Hylaeus","gibbus",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Hylaeus gibbus","LC",NA,NA,NA,NA,NA
1720,"GE1720",7,"focal","Thiele",2537657,1180201,431,"VD","12.08.2025","5","F.TH.VD.5.7","G. Egloff","Yverdon-les-Bains","GE1720","Yverdon-les-Bains",NA,NA,"537657","180201",431,6,"12","08","viii","2025","Lasioglossum","malachurum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1721,"GE1721",7,"focal","Thiele",2537657,1180201,431,"VD","12.08.2025","5","F.TH.VD.5.7","G. Egloff","Yverdon-les-Bains","GE1721","Yverdon-les-Bains",NA,NA,"537657","180201",431,6,"12","08","viii","2025","Lasioglossum","morio",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum morio","LC",NA,NA,NA,NA,NA
1722,"GE1722",7,"focal","Thiele",2537657,1180201,431,"VD","12.08.2025","5","F.TH.VD.5.7","G. Egloff","Yverdon-les-Bains","GE1722","Yverdon-les-Bains",NA,NA,"537657","180201",431,6,"12","08","viii","2025","Sphecodes","gibbus",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Sphecodes gibbus","LC",NA,NA,NA,NA,NA
1723,"GE1723",7,"focal","Thiele",2537657,1180201,431,"VD","12.08.2025","5","F.TH.VD.5.7","G. Egloff","Yverdon-les-Bains","GE1723","Yverdon-les-Bains",NA,NA,"537657","180201",431,6,"12","08","viii","2025","Sphecodes","scabricollis",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Sphecodes scabricollis","LC",NA,NA,NA,NA,NA
1724,"GE1724",7,"focal","Thiele",2537657,1180201,431,"VD","12.08.2025","5","F.TH.VD.5.7","G. Egloff","Yverdon-les-Bains","GE1724","Yverdon-les-Bains",NA,NA,"537657","180201",431,6,"12","08","viii","2025","Anthidium","manicatum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Anthidium manicatum","LC",NA,NA,NA,NA,NA
1725,"GE1725",7,"focal","Thiele",2537657,1180201,431,"VD","12.08.2025","5","F.TH.VD.5.7","G. Egloff","Yverdon-les-Bains","GE1725","Yverdon-les-Bains",NA,NA,"537657","180201",431,6,"12","08","viii","2025","Anthidium","manicatum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Anthidium manicatum","LC",NA,NA,NA,NA,NA
1726,"GE1726",7,"focal","Thiele",2537657,1180201,431,"VD","12.08.2025","5","F.TH.VD.5.7","G. Egloff","Yverdon-les-Bains","GE1726","Yverdon-les-Bains",NA,NA,"537657","180201",431,6,"12","08","viii","2025","Halictus","scabiosae",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Halictus scabiosae","LC",NA,NA,NA,NA,NA
1727,"GE1727",7,"focal","Thiele",2537657,1180201,431,"VD","12.08.2025","5","F.TH.VD.5.7","G. Egloff","Yverdon-les-Bains","GE1727","Yverdon-les-Bains",NA,NA,"537657","180201",431,6,"12","08","viii","2025","Bombus","pascuorum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Bombus pascuorum","LC",NA,NA,NA,NA,NA
1728,"GE1728",7,"focal","Thiele",2537657,1180201,431,"VD","12.08.2025","5","F.TH.VD.5.7","G. Egloff","Yverdon-les-Bains","GE1728","Yverdon-les-Bains",NA,NA,"537657","180201",431,6,"12","08","viii","2025","Bombus","sylvestris",NA,1,NA,"G. Egloff","C. Praz",NA,NA,NA,"Bombus sylvestris","LC",NA,NA,NA,NA,NA
1729,"GE1729",8,"focal","Thiele",2537676,1180224,433,"VD","12.08.2025","5","F.TH.VD.5.8","G. Egloff","Yverdon-les-Bains","GE1729","Yverdon-les-Bains",NA,NA,"537676","180224",433,6,"12","08","viii","2025","Lasioglossum","pauxillum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum pauxillum","LC",NA,NA,NA,NA,NA
1730,"GE1730",8,"focal","Thiele",2537676,1180224,433,"VD","12.08.2025","5","F.TH.VD.5.8","G. Egloff","Yverdon-les-Bains","GE1730","Yverdon-les-Bains",NA,NA,"537676","180224",433,6,"12","08","viii","2025","Lasioglossum","pauxillum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum pauxillum","LC",NA,NA,NA,NA,NA
1731,"GE1731",8,"focal","Thiele",2537676,1180224,433,"VD","12.08.2025","5","F.TH.VD.5.8","G. Egloff","Yverdon-les-Bains","GE1731","Yverdon-les-Bains",NA,NA,"537676","180224",433,6,"12","08","viii","2025","Lasioglossum","pauxillum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum pauxillum","LC",NA,NA,NA,NA,NA
1732,"GE1732",8,"focal","Thiele",2537676,1180224,433,"VD","12.08.2025","5","F.TH.VD.5.8","G. Egloff","Yverdon-les-Bains","GE1732","Yverdon-les-Bains",NA,NA,"537676","180224",433,6,"12","08","viii","2025","Hylaeus","gibbus",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Hylaeus gibbus","LC",NA,NA,NA,NA,NA
1733,"GE1733",8,"focal","Thiele",2537676,1180224,433,"VD","12.08.2025","5","F.TH.VD.5.8","G. Egloff","Yverdon-les-Bains","GE1733","Yverdon-les-Bains",NA,NA,"537676","180224",433,6,"12","08","viii","2025","Sphecodes","scabricollis",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Sphecodes scabricollis","LC",NA,NA,NA,NA,NA
1734,"GE1734",8,"focal","Thiele",2537676,1180224,433,"VD","12.08.2025","5","F.TH.VD.5.8","G. Egloff","Yverdon-les-Bains","GE1734","Yverdon-les-Bains",NA,NA,"537676","180224",433,6,"12","08","viii","2025","Sphecodes","monilicornis",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Sphecodes monilicornis","LC",NA,NA,NA,NA,NA
1735,"GE1735",8,"focal","Thiele",2537676,1180224,433,"VD","12.08.2025","5","F.TH.VD.5.8","G. Egloff","Yverdon-les-Bains","GE1735","Yverdon-les-Bains",NA,NA,"537676","180224",433,6,"12","08","viii","2025","Lasioglossum","zonulum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum zonulum","LC",NA,NA,NA,NA,NA
1736,"GE1736",8,"focal","Thiele",2537676,1180224,433,"VD","12.08.2025","5","F.TH.VD.5.8","G. Egloff","Yverdon-les-Bains","GE1736","Yverdon-les-Bains",NA,NA,"537676","180224",433,6,"12","08","viii","2025","Halictus","subauratus",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Halictus subauratus","LC",NA,NA,NA,NA,NA
1737,"GE1737",8,"focal","Thiele",2537676,1180224,433,"VD","12.08.2025","5","F.TH.VD.5.8","G. Egloff","Yverdon-les-Bains","GE1737","Yverdon-les-Bains",NA,NA,"537676","180224",433,6,"12","08","viii","2025","Bombus","cryptarum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Bombus cryptarum","LC",NA,NA,NA,NA,NA
1738,"GE1738",2,"focal","Thiele",2537559,1180126,433,"VD","12.08.2025","5","F.TH.VD.5.2","G. Egloff","Yverdon-les-Bains","GE1738","Yverdon-les-Bains",NA,NA,"537559","180126",433,6,"12","08","viii","2025","Lasioglossum","politum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum politum","LC",NA,NA,NA,NA,NA
1739,"GE1739",2,"focal","Thiele",2537559,1180126,433,"VD","12.08.2025","5","F.TH.VD.5.2","G. Egloff","Yverdon-les-Bains","GE1739","Yverdon-les-Bains",NA,NA,"537559","180126",433,6,"12","08","viii","2025","Lasioglossum","malachurum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1740,"GE1740",2,"focal","Thiele",2537559,1180126,433,"VD","12.08.2025","5","F.TH.VD.5.2","G. Egloff","Yverdon-les-Bains","GE1740","Yverdon-les-Bains",NA,NA,"537559","180126",433,6,"12","08","viii","2025","Lasioglossum","politum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum politum","LC",NA,NA,NA,NA,NA
1741,"GE1741",2,"focal","Thiele",2537559,1180126,433,"VD","12.08.2025","5","F.TH.VD.5.2","G. Egloff","Yverdon-les-Bains","GE1741","Yverdon-les-Bains",NA,NA,"537559","180126",433,6,"12","08","viii","2025","Lasioglossum","malachurum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1742,"GE1742",2,"focal","Thiele",2537559,1180126,433,"VD","12.08.2025","5","F.TH.VD.5.2","G. Egloff","Yverdon-les-Bains","GE1742","Yverdon-les-Bains",NA,NA,"537559","180126",433,6,"12","08","viii","2025","Lasioglossum","malachurum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1743,"GE1743",2,"focal","Thiele",2537559,1180126,433,"VD","12.08.2025","5","F.TH.VD.5.2","G. Egloff","Yverdon-les-Bains","GE1743","Yverdon-les-Bains",NA,NA,"537559","180126",433,6,"12","08","viii","2025","Lasioglossum","malachurum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1744,"GE1744",2,"focal","Thiele",2537559,1180126,433,"VD","12.08.2025","5","F.TH.VD.5.2","G. Egloff","Yverdon-les-Bains","GE1744","Yverdon-les-Bains",NA,NA,"537559","180126",433,6,"12","08","viii","2025","Lasioglossum","malachurum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1745,"GE1745",2,"focal","Thiele",2537559,1180126,433,"VD","12.08.2025","5","F.TH.VD.5.2","G. Egloff","Yverdon-les-Bains","GE1745","Yverdon-les-Bains",NA,NA,"537559","180126",433,6,"12","08","viii","2025","Lasioglossum","malachurum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1746,"GE1746",2,"focal","Thiele",2537559,1180126,433,"VD","12.08.2025","5","F.TH.VD.5.2","G. Egloff","Yverdon-les-Bains","GE1746","Yverdon-les-Bains",NA,NA,"537559","180126",433,6,"12","08","viii","2025","Lasioglossum","malachurum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1747,"GE1747",2,"focal","Thiele",2537559,1180126,433,"VD","12.08.2025","5","F.TH.VD.5.2","G. Egloff","Yverdon-les-Bains","GE1747","Yverdon-les-Bains",NA,NA,"537559","180126",433,6,"12","08","viii","2025","Lasioglossum","malachurum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1748,"GE1748",2,"focal","Thiele",2537559,1180126,433,"VD","12.08.2025","5","F.TH.VD.5.2","G. Egloff","Yverdon-les-Bains","GE1748","Yverdon-les-Bains",NA,NA,"537559","180126",433,6,"12","08","viii","2025","Lasioglossum","malachurum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1749,"GE1749",2,"focal","Thiele",2537559,1180126,433,"VD","12.08.2025","5","F.TH.VD.5.2","G. Egloff","Yverdon-les-Bains","GE1749","Yverdon-les-Bains",NA,NA,"537559","180126",433,6,"12","08","viii","2025","Lasioglossum","malachurum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1750,"GE1750",2,"focal","Thiele",2537559,1180126,433,"VD","12.08.2025","5","F.TH.VD.5.2","G. Egloff","Yverdon-les-Bains","GE1750","Yverdon-les-Bains",NA,NA,"537559","180126",433,6,"12","08","viii","2025","Lasioglossum","malachurum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1751,"GE1751",2,"focal","Thiele",2537559,1180126,433,"VD","12.08.2025","5","F.TH.VD.5.2","G. Egloff","Yverdon-les-Bains","GE1751","Yverdon-les-Bains",NA,NA,"537559","180126",433,6,"12","08","viii","2025","Lasioglossum","malachurum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1752,"GE1752",2,"focal","Thiele",2537559,1180126,433,"VD","12.08.2025","5","F.TH.VD.5.2","G. Egloff","Yverdon-les-Bains","GE1752","Yverdon-les-Bains",NA,NA,"537559","180126",433,6,"12","08","viii","2025","Lasioglossum","malachurum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1753,"GE1753",2,"focal","Thiele",2537559,1180126,433,"VD","12.08.2025","5","F.TH.VD.5.2","G. Egloff","Yverdon-les-Bains","GE1753","Yverdon-les-Bains",NA,NA,"537559","180126",433,6,"12","08","viii","2025","Lasioglossum","malachurum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1754,"GE1754",3,"focal","Thiele",2537573,1180123,433,"VD","12.08.2025","5","F.TH.VD.5.3","G. Egloff","Yverdon-les-Bains","GE1754","Yverdon-les-Bains",NA,NA,"537573","180123",433,6,"12","08","viii","2025","Lasioglossum","morio",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum morio","LC",NA,NA,NA,NA,NA
1755,"GE1755",3,"focal","Thiele",2537573,1180123,433,"VD","12.08.2025","5","F.TH.VD.5.3","G. Egloff","Yverdon-les-Bains","GE1755","Yverdon-les-Bains",NA,NA,"537573","180123",433,6,"12","08","viii","2025","Lasioglossum","morio",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum morio","LC",NA,NA,NA,NA,NA
1756,"GE1756",3,"focal","Thiele",2537573,1180123,433,"VD","12.08.2025","5","F.TH.VD.5.3","G. Egloff","Yverdon-les-Bains","GE1756","Yverdon-les-Bains",NA,NA,"537573","180123",433,6,"12","08","viii","2025","Hylaeus","cf. gibbus",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Hylaeus gibbus","LC",NA,NA,NA,NA,NA
1757,"GE1757",3,"focal","Thiele",2537573,1180123,433,"VD","12.08.2025","5","F.TH.VD.5.3","G. Egloff","Yverdon-les-Bains","GE1757","Yverdon-les-Bains",NA,NA,"537573","180123",433,6,"12","08","viii","2025","Hylaeus","cf. gibbus",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Hylaeus gibbus","LC",NA,NA,NA,NA,NA
1758,"GE1758",3,"focal","Thiele",2537573,1180123,433,"VD","12.08.2025","5","F.TH.VD.5.3","G. Egloff","Yverdon-les-Bains","GE1758","Yverdon-les-Bains",NA,NA,"537573","180123",433,6,"12","08","viii","2025","Hylaeus","cf. gibbus",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Hylaeus gibbus","LC",NA,NA,NA,NA,NA
1759,"GE1759",4,"focal","Thiele",2537576,1180143,431,"VD","12.08.2025","5","F.TH.VD.5.4","G. Egloff","Yverdon-les-Bains","GE1759","Yverdon-les-Bains",NA,NA,"537576","180143",431,6,"12","08","viii","2025","Lasioglossum","glabriusculum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum glabriusculum","LC",NA,NA,NA,NA,NA
1760,"GE1760",4,"focal","Thiele",2537576,1180143,431,"VD","12.08.2025","5","F.TH.VD.5.4","G. Egloff","Yverdon-les-Bains","GE1760","Yverdon-les-Bains",NA,NA,"537576","180143",431,6,"12","08","viii","2025","Hylaeus","brevicornis",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Hylaeus brevicornis","LC",NA,NA,NA,NA,NA
1761,"GE1761",4,"focal","Thiele",2537576,1180143,431,"VD","12.08.2025","5","F.TH.VD.5.4","G. Egloff","Yverdon-les-Bains","GE1761","Yverdon-les-Bains",NA,NA,"537576","180143",431,6,"12","08","viii","2025","Sphecodes","monilicornis",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Sphecodes monilicornis","LC",NA,NA,NA,NA,NA
1762,"GE1762",4,"focal","Thiele",2537576,1180143,431,"VD","12.08.2025","5","F.TH.VD.5.4","G. Egloff","Yverdon-les-Bains","GE1762","Yverdon-les-Bains",NA,NA,"537576","180143",431,6,"12","08","viii","2025","Lasioglossum","malachurum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1763,"GE1763",4,"focal","Thiele",2537576,1180143,431,"VD","12.08.2025","5","F.TH.VD.5.4","G. Egloff","Yverdon-les-Bains","GE1763","Yverdon-les-Bains",NA,NA,"537576","180143",431,6,"12","08","viii","2025","Lasioglossum","malachurum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
1764,"GE1764",4,"focal","Thiele",2537576,1180143,431,"VD","12.08.2025","5","F.TH.VD.5.4","G. Egloff","Yverdon-les-Bains","GE1764","Yverdon-les-Bains",NA,NA,"537576","180143",431,6,"12","08","viii","2025","Hylaeus","cf. gibbus",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Hylaeus gibbus","LC",NA,NA,NA,NA,NA
1765,"GE1765",4,"focal","Thiele",2537576,1180143,431,"VD","12.08.2025","5","F.TH.VD.5.4","G. Egloff","Yverdon-les-Bains","GE1765","Yverdon-les-Bains",NA,NA,"537576","180143",431,6,"12","08","viii","2025","Hylaeus","gibbus",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Hylaeus gibbus","LC",NA,NA,NA,NA,NA
