"#","number","plot","site","region","Xcoord","Ycoord","Zcoord","canton","date","visit","surveyID","observer","municipality","Nummer","municipality2","Lokalität","Subquadrat","Coordx","Coordy","Höhe","Präzision","Tag","Monat","M (Römisch)","Jahr","Gattung","Art","Weibchen","Arbeiterin","Männchen","Legit","geprüft durch","usage notes","Sammlung","ACU-Nummer","Species name","RLstatus","...39","...40","...41","0","left to do"
1004,"GE1004",4,"focal","Scheulte",2595385,1246005,416,"JU","02.07.2025","4","F.SC.JU.4.4","G. Egloff","Courroux","GE1004","Courroux",NA,NA,"595385","246005",416,6,"02","07","vii","2025","Lasioglossum","villosulum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum villosulum","LC",NA,NA,NA,NA,NA
1005,"GE1005",4,"focal","Scheulte",2595385,1246005,416,"JU","02.07.2025","4","F.SC.JU.4.4","G. Egloff","Courroux","GE1005","Courroux",NA,NA,"595385","246005",416,6,"02","07","vii","2025","Lasioglossum","pauxillum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum pauxillum","LC",NA,NA,NA,NA,NA
1006,"GE1006",4,"focal","Scheulte",2595385,1246005,416,"JU","02.07.2025","4","F.SC.JU.4.4","G. Egloff","Courroux","GE1006","Courroux",NA,NA,"595385","246005",416,6,"02","07","vii","2025","Lasioglossum","glabriusculum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum glabriusculum","LC",NA,NA,NA,NA,NA
1007,"GE1007",4,"focal","Scheulte",2595385,1246005,416,"JU","02.07.2025","4","F.SC.JU.4.4","G. Egloff","Courroux","GE1007","Courroux",NA,NA,"595385","246005",416,6,"02","07","vii","2025","Lasioglossum","glabriusculum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum glabriusculum","LC",NA,NA,NA,NA,NA
1008,"GE1008",6,"focal","Scheulte",2595423,1245999,417,"JU","02.07.2025","4","F.SC.JU.4.6","G. Egloff","Courroux","GE1008","Courroux",NA,NA,"595423","245999",417,6,"02","07","vii","2025","Megachile","willughbiella",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Megachile willughbiella","LC",NA,NA,NA,NA,NA
1009,"GE1009",6,"focal","Scheulte",2595423,1245999,417,"JU","02.07.2025","4","F.SC.JU.4.6","G. Egloff","Courroux","GE1009","Courroux",NA,NA,"595423","245999",417,6,"02","07","vii","2025","Megachile","willughbiella",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Megachile willughbiella","LC",NA,NA,NA,NA,NA
1010,"GE1010",6,"focal","Scheulte",2595423,1245999,417,"JU","02.07.2025","4","F.SC.JU.4.6","G. Egloff","Courroux","GE1010","Courroux",NA,NA,"595423","245999",417,6,"02","07","vii","2025","Bombus","sylvestris",NA,1,NA,"G. Egloff","C. Praz",NA,NA,NA,"Bombus sylvestris","LC",NA,NA,NA,NA,NA
1011,"GE1011",6,"focal","Scheulte",2595423,1245999,417,"JU","02.07.2025","4","F.SC.JU.4.6","G. Egloff","Courroux","GE1011","Courroux",NA,NA,"595423","245999",417,6,"02","07","vii","2025","Bombus","sylvestris",NA,1,NA,"G. Egloff","C. Praz",NA,NA,NA,"Bombus sylvestris","LC",NA,NA,NA,NA,NA
1012,"GE1012",6,"focal","Scheulte",2595423,1245999,417,"JU","02.07.2025","4","F.SC.JU.4.6","G. Egloff","Courroux","GE1012","Courroux",NA,NA,"595423","245999",417,6,"02","07","vii","2025","Bombus","pratorum",NA,1,NA,"G. Egloff","C. Praz",NA,NA,NA,"Bombus pratorum","LC",NA,NA,NA,NA,NA
1013,"GE1013",6,"focal","Scheulte",2595423,1245999,417,"JU","02.07.2025","4","F.SC.JU.4.6","G. Egloff","Courroux","GE1013","Courroux",NA,NA,"595423","245999",417,6,"02","07","vii","2025","Bombus","sylvarum",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Bombus sylvarum","LC",NA,NA,NA,NA,NA
1014,"GE1014",6,"focal","Scheulte",2595423,1245999,417,"JU","02.07.2025","4","F.SC.JU.4.6","G. Egloff","Courroux","GE1014","Courroux",NA,NA,"595423","245999",417,6,"02","07","vii","2025","Bombus","humilis",NA,1,NA,"G. Egloff","C. Praz",NA,NA,NA,"Bombus humilis","LC",NA,NA,NA,NA,NA
